Transaction Date,Owner,Ticker,Asset Name,Asset Type,Transaction Type,Amount,Comment,Last Name,First Name,Date Received
01/02/2024,Joint,AMAT,"Applied Materials, Inc. - Common Stock",Stock,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,01/26/2024
01/02/2024,Joint,META,Meta Platforms Inc,Stock,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,01/26/2024
01/02/2024,Joint,LRCX,Lam Research Corp,Stock,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,01/26/2024
01/02/2024,Joint,NVDA,NVIDIA Corporation - Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,SHOP,Shopify Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,PODD,Insulet Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,INST,Instructure Holdings Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,HUBB,Hubbell Inc Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,FN,Fabrinet,Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,FCFS,"FirstCash Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,EXLS,"ExlService Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,CTVA,Corteva Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
12/22/2023,Self,CELH,Celsius Holdings Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,01/26/2024
01/26/2024,Self,VIG,Vanguard Div Appreciation ETF,Stock,Sale (Partial),"$15,001 - $50,000",--,Graham,Lindsey,01/26/2024
01/26/2024,Self,USFR,Wisdomtree Floating Rate Treasury Fund,Stock,Purchase,"$15,001 - $50,000",--,Graham,Lindsey,01/26/2024
12/28/2023,Self,D,Dominion Energy Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Peters,Gary C,01/25/2024
01/10/2024,Spouse,--,Washington DC Met Area Trans Auth Revenue Bond Rate/Coupon: 5.0% Matures: 07/15/2039,Municipal Security,Purchase,"$250,001 - $500,000",--,Scott,Rick,01/19/2024
12/20/2023,Spouse,VAXX,"Vaxxinity, Inc. - Class A Common Stock",Stock,Sale (Full),"$1,001 - $15,000",Shares received as a distribution from an EIF.,Scott,Rick,01/19/2024
12/20/2023,Spouse,VAXX,"Vaxxinity, Inc. - Class A Common Stock",Stock,Sale (Full),"$1,001 - $15,000",Shares received as a distribution from an EIF.,Scott,Rick,01/19/2024
12/20/2023,Spouse,VAXX,"Vaxxinity, Inc. - Class A Common Stock",Stock,Sale (Full),"$1,001 - $15,000",Shares received as a distribution from an EIF.,Scott,Rick,01/19/2024
12/14/2023,Spouse,SNOW,Snowflake Inc Cl A,Stock,Purchase,"$1,001 - $15,000",--,Whitehouse,Sheldon,01/18/2024
12/14/2023,Spouse,LLY,Eli Lilly and Company,Stock,Purchase,"$1,001 - $15,000",--,Whitehouse,Sheldon,01/18/2024
12/07/2023,Self,TGT,Target Corp,Stock,Sale (Full),"$15,001 - $50,000",--,Whitehouse,Sheldon,01/18/2024
12/07/2023,Self,KO,Coca-Cola Company,Stock,Purchase,"$1,001 - $15,000",--,Whitehouse,Sheldon,01/18/2024
12/11/2023,Self,PFE,Pfizer Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Whitehouse,Sheldon,01/18/2024
12/14/2023,Spouse,VZ,Verizon Communications Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,USB,U.S. Bancorp Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,CI,The Cigna Group Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,PII,Polaris Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,MSFT,Microsoft Corporation - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,META,"Meta Platforms, Inc. - Class A Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,KR,Kroger Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,KMB,Kimberly-Clark Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,JNJ,Johnson & Johnson Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,INTC,Intel Corporation - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,XOM,Exxon Mobil Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,DVA,DaVita Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,CVS,CVS Health Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,CMCSA,Comcast Corporation - Class A Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,CSCO,"Cisco Systems, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,CVX,Chevron Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,BRK.B,Berkshire Hathaway Cl B,Stock,Purchase,"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,BK,Bank of New York Mellon Corp,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,BAC,Bank of America Corp,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,AAPL,Apple Inc. - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Spouse,GOOG,Alphabet Cl C,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,VZ,Verizon Communications Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,USB,U.S. Bancorp Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,CI,The Cigna Group Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,PII,Polaris Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,PFE,"Pfizer, Inc. Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,MSFT,Microsoft Corporation - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,META,"Meta Platforms, Inc. - Class A Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,KR,Kroger Company (The) Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,KMB,Kimberly-Clark Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,JNJ,Johnson & Johnson Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,INTC,Intel Corporation - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,HAL,Halliburton Company,Stock,Sale (Full),"$15,001 - $50,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,XOM,Exxon Mobil Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,DVA,DaVita Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,CVS,CVS Health Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,CMCSA,Comcast Corporation - Class A Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,CSCO,"Cisco Systems, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,CVX,Chevron Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,BRK.B,Berkshire Hathaway Cl B,Stock,Purchase,"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,BK,Bank of New York Mellon Corp,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,BAC,Bank of America Corp,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,AAPL,Apple Inc. - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,AMZN,"Amazon.com, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/14/2023,Self,GOOG,Alphabet Cl C,Stock,Sale (Full),"$1,001 - $15,000",--,"Moran,  ",Jerry,01/17/2024
12/27/2023,Self,--,Minneapolis & ST Paul MN Rate/Coupon: 5.00% Matures: 01/01/2034,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,01/16/2024
12/19/2023,Self,--,Virginia Small Business Rate/Coupon: 5.00% Matures: 10/01/2041,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,01/16/2024
12/18/2023,Self,--,Fairfax CNTY VA SWR Rev Rate/Coupon: 5.00% Matures: 07/15/2046,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,01/16/2024
12/15/2023,Self,--,Virginia ST Pub BLDG Rate/Coupon: 4.00% Matures: 08/01/2039,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,01/16/2024
12/13/2023,Self,--,Univ Of VA VA Univ Revenues Multi YR Cap Proj-Ser B Rate/Coupon: 4.00% Matures: 08/01/2048,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,01/16/2024
12/13/2023,Self,--,Massachusetts ST Transn Rate/Coupon: 4.00% Matures: 06/01/2046,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,01/16/2024
12/13/2023,Self,--,Fairfax CNTY VA SWR Rev Rate/Coupon: 5.00% Matures: 07/15/2046,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,01/16/2024
12/13/2023,Self,--,University VA Univ Revs Rate/Coupon: 5.00% Matures: 04/01/2042,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,01/16/2024
12/12/2023,Self,--,Memphis TN Gen Impt BDS Rate/Coupon: 5.00% Matures: 10/01/2044,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,01/16/2024
12/11/2023,Self,--,Virginia ST HSG Dev Auth Rate/Coupon: 5.00% Matures: 11/01/2038,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,01/16/2024
12/11/2023,Self,--,Alexandria VA Go Cap Rate/Coupon: 4.00% Matures: 12/15/2042,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,01/16/2024
12/08/2023,Self,--,University Texas Univ Revs Fing SYS BDS Rate/Coupon: 5.00% Matures: 08/15/2043,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,01/16/2024
12/07/2023,Self,--,West VA ST ST RD BDS Bid Rate/Coupon: 5.00% Matures: 06/01/2041,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,01/16/2024
12/06/2023,Self,--,Massachusetts ST Go BDS Rate/Coupon: 5.00% Matures: 09/01/2038,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,01/16/2024
12/05/2023,Self,--,Prince Georges CNTY MD Rate/Coupon: 5.00% Matures: 08/01/2042,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,01/16/2024
12/05/2023,Self,--,Connecticut ST Go BDS Rate/Coupon: 5.00% Matures: 04/15/2038,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,01/16/2024
12/04/2023,Self,--,Fairfax CNTY VA SWR Rev Rate/Coupon: 5.00% Matures: 07/15/2046,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,01/16/2024
12/04/2023,Self,--,Norfolk VA Go Cap Impt Rate/Coupon: 5.00% Matures: 09/01/2042,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,01/16/2024
12/27/2023,Spouse,VZ,Verizon Communications Inc,Stock,Sale (Full),"$1,001 - $15,000",--,"King, Jr.",Angus S,01/16/2024
12/27/2023,Spouse,EA,Electronic Arts Inc,Stock,Purchase,"$1,001 - $15,000",--,"King, Jr.",Angus S,01/16/2024
12/19/2023,Spouse,JPM,JP Morgan Chase & Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/19/2023,Spouse,MSFT,Microsoft Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/19/2023,Spouse,AAPL,Apple Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/19/2023,Spouse,ADI,Analog Devices,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/19/2023,Spouse,ACN,Accenture Plc,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/01/2023,Spouse,SPGI,S&P Global Inc,Stock,Purchase,"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/01/2023,Spouse,CMCSA,Comcast Corp A,Stock,Purchase,"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/01/2023,Spouse,CSCO,Cisco Systems Inc,Stock,Purchase,"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/01/2023,Spouse,CVX,Chevron Corp,Stock,Purchase,"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/29/2023,Self,TFC,Truist Financial Corp,Stock,Sale (Partial),"$15,001 - $50,000",--,Capito,Shelley M,01/12/2024
12/18/2023,Spouse,PFE,Pfizer Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/18/2023,Spouse,MDLZ,Mondelez Intl Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/18/2023,Spouse,MSFT,Microsoft Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/18/2023,Spouse,KO,Coca-Cola Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,01/12/2024
12/26/2023,Joint,PARA,Paramount Global Cl B,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,01/12/2024
12/26/2023,Joint,VZ,Verizon Communications Inc,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,01/12/2024
12/26/2023,Joint,RF,Regions Financial Corp,Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,01/12/2024
12/26/2023,Joint,KEY,Keycorp,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,01/12/2024
12/19/2023,Joint,UAA,Under Armour,Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,01/12/2024
12/18/2023,Joint,CVX,Chevron Corp Option Type: Call Strike price: $160.00 Expires: 06/21/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,01/12/2024
12/18/2023,Joint,GOLD,Barrick Gold Corp Option Type: Put Strike price: $17.00 Expires: 01/17/2025,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,01/12/2024
12/18/2023,Joint,GOLD,Barrick Gold Corp Option Type: Call Strike price: $20.00 Expires: 01/17/2025,Stock Option,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,01/12/2024
12/18/2023,Joint,CVX,Chevron Corp Option Type: Put Strike price: $145.00 Expires: 09/20/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,01/12/2024
12/18/2023,Joint,GOLD,Barrick Gold Corp,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,01/12/2024
12/14/2023,Joint,CVX,Chevron Corp,Stock,Purchase,"$50,001 - $100,000",--,Tuberville,Thomas H,01/12/2024
12/13/2023,Joint,CVX,Chevron Corp,Stock,Purchase,"$100,001 - $250,000",--,Tuberville,Thomas H,01/12/2024
12/12/2023,Joint,DVA,Davita Healthcare Partners Inc Option Type: Put Strike price: $100.00 Expires: 07/19/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,01/12/2024
12/12/2023,Joint,GOLD,Barrick Gold Corp,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,01/12/2024
12/11/2023,Joint,GOLD,Barrick Gold Corp,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,01/12/2024
12/13/2023,Spouse,CMG,Chipotle Mexican Grill,Stock,Sale (Partial),"$100,001 - $250,000",--,Hickenlooper,John W,01/11/2024
12/27/2023,Self,DDOG,"Datadog, Inc. - Class A Common Stock",Stock,Sale (Full),"$1,001 - $15,000",Asset held by Roundstone Ventures LLC.,"Hagerty, IV",William F,01/10/2024
12/20/2023,Self,LRCX,Lam Research Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/12/2023,Self,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/20/2023,Self,PFE,Pfizer Inc,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/12/2023,Self,PPLT,abrdn Physical Platinum Shares ETF,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/12/2023,Self,PALL,abrdn Physical Palladium Shares ETF,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/20/2023,Self,LRCX,Lam Research Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/12/2023,Self,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/20/2023,Self,PFE,Pfizer Inc,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/12/2023,Self,PALL,abrdn Physical Palladium Shares ETF,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/12/2023,Self,PALL,abrdn Physical Palladium Shares ETF,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,01/08/2024
12/21/2023,Spouse,--TAC,TRSWF - TransAlta Renewables Inc (Exchanged) Transalta Corp (Received),Stock,Exchange,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/26/2023,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,01/03/2024
12/26/2023,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,01/03/2024
12/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,01/03/2024
12/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,01/03/2024
12/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$50,001 - $100,000",--,Carper,Thomas R,01/03/2024
12/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$100,001 - $250,000",--,Carper,Thomas R,01/03/2024
12/19/2023,Spouse,--,US TREASURY BILL,Other Securities,Sale (Full),"$50,001 - $100,000",--,Carper,Thomas R,01/03/2024
12/18/2023,Spouse,XCEM,Columbia EM Core Ex-China ETF,Other Securities,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/18/2023,Spouse,SMDV,ProShares Russell 2000 Dividend Growers ETF,Other Securities,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/18/2023,Spouse,FDRR,Fidelity Dividend ETF For Rising Rates,Other Securities,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/18/2023,Spouse,--,US TREASURY BILL,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,01/03/2024
12/18/2023,Spouse,SBPYX,Clearbridge Small Cap Growth Fd Cl I,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,01/03/2024
12/18/2023,Spouse,XCEM,Columbia EM Core Ex-China ETF,Other Securities,Purchase,"$15,001 - $50,000",--,Carper,Thomas R,01/03/2024
12/14/2023,Spouse,HDGE,Ranger Equity Bear Bear ETF,Other Securities,Sale (Full),"$15,001 - $50,000",--,Carper,Thomas R,01/03/2024
12/14/2023,Spouse,HDGE,Ranger Equity Bear Bear ETF,Other Securities,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/14/2023,Spouse,HDGE,Ranger Equity Bear Bear ETF,Other Securities,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,SBUX,Starbucks Corp,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,VLO,Valero Energy Corp,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,DGX,Quest Diagnostics Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Stock,Sale (Partial),"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,AGX,Argan Inc,Stock,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,MOS,Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,URA,Global X Uranium ETF,Other Securities,Sale (Partial),"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,FNF,Fidelity National Financial,Stock,Sale (Full),"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,FLNG,Flex Lng Ltd,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,IRM,Iron Mountain Inc,Stock,Sale (Partial),"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,FMC,FMC Corp,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
12/11/2023,Spouse,KMB,Kimberly-Clark Corp,Stock,Purchase,"$1,001 - $15,000",--,Carper,Thomas R,01/03/2024
11/10/2023,Spouse,--,MAINE STATE HSG AUTH REV Rate/Coupon: 1.95% Matures: 11/15/2023,Municipal Security,Sale (Full),"$1,001 - $15,000",--,"King, Jr.",Angus S,01/02/2024
11/01/2023,Spouse,--,MUNI BOND ORONO ME Rate/Coupon: 3.00% Matures: 11/1/2024,Municipal Security,Sale (Full),"$15,001 - $50,000",--,"King, Jr.",Angus S,01/02/2024
12/06/2023,Joint,--,Cleveland County OK Educational FACS REV Rate/Coupon: 5.0% Matures: 06/01/2032,Municipal Security,Purchase,"$100,001 - $250,000",--,Mullin,Markwayne,12/28/2023
12/05/2023,Joint,VLTO,Veralto Corp Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Mullin,Markwayne,12/28/2023
11/30/2023,Self,--,REGIONAL TRANSN DIST COLO CTFS PARTN COPS 2015 A DUE 06/01/2031 DATED 08/20/2015 Rate/Coupon: 3.50% Matures: 06/01/2031,Municipal Security,Purchase,"$15,001 - $50,000",--,Peters,Gary C,12/21/2023
11/30/2023,Self,--,Anne Arundel CNTY MD Rate/Coupon: 5.00% Matures: 10/01/2041,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,12/19/2023
11/30/2023,Self,--,Anne Arundel CNTY MD Rate/Coupon: 5.00% Matures: 10/01/2042,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/29/2023,Self,--,Washington ST Go Var Rate/Coupon: 5.00% Matures: 02/01/2045,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/29/2023,Self,--,Williamsburg VA Econ Dev Auth Student HSG Rev William & Mary Rate/Coupon: 4.375% Matures: 07/01/2063,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/28/2023,Self,--,Spotsylvania CNTY VA WTR Rate/Coupon: 5.00% Matures: 12/01/2045,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/28/2023,Self,--,Petersburg VA Unltd Tax Rate/Coupon: 4.25% Matures: 09/01/2053,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/27/2023,Self,--,Fairfax CNTY VA SWR Rev Rate/Coupon: 5.00% Matures: 07/15/2044,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/27/2023,Self,--,Roanoke VA Go Pub Impt Rate/Coupon: 4.00% Matures: 10/01/2043,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/22/2023,Self,--,Virginia ST Pub SCH Auth Rate/Coupon: 5.00% Matures: 08/01/2040,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,12/19/2023
11/22/2023,Self,--,University VA Univ Revs Rate/Coupon: 5.00% Matures: 04/01/2042,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,12/19/2023
11/21/2023,Self,--,Fairfax CNTY VA Pub Impt Rate/Coupon: 5.00% Matures: 10/01/2039,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,12/19/2023
